Time (Secs)	CHAN1	CHAN2
0.776	3.125	-0.3125
0.778	2.96875	-0.31875
0.78	2.96875	-0.3125
0.782	2.96875	-0.334375
0.784	2.96875	-0.3375
0.786	2.8125	-0.353125
0.788	2.8125	-0.321875
0.79	2.8125	-0.34375
0.792	2.8125	-0.31875
0.794	2.65625	-0.328125
0.796	2.65625	-0.31875
0.798	2.65625	-0.334375
0.8	2.5	-0.3375
0.802	2.5	-0.36875
0.804	2.5	-0.325
0.806	2.5	-0.353125
0.808	2.5	-0.321875
0.81	2.34375	-0.33125
0.812	2.34375	-0.325
0.814	2.34375	-0.33125
0.816	2.1875	-0.334375
0.818	2.1875	-0.3625
0.82	2.1875	-0.334375
0.822	2.03125	-0.35625
0.824	2.1875	-0.328125
0.826	2.03125	-0.334375
0.828	2.03125	-0.325
0.83	1.875	-0.33125
0.832	1.875	-0.328125
0.834	1.875	-0.3625
0.836	1.875	-0.334375
0.838	1.875	-0.359375
0.84	1.875	-0.328125
0.842	1.71875	-0.3375
0.844	1.875	-0.325
0.846	1.5625	-0.33125
0.848	1.5625	-0.328125
0.85	1.5625	-0.35625
0.852	1.5625	-0.34375
0.854	1.5625	-0.359375
0.856	1.5625	-0.33125
0.858	1.25	-0.34375
0.86	1.40625	-0.328125
0.862	1.25	-0.33125
0.864	1.40625	-0.325
0.866	1.25	-0.359375
0.868	1.25	-0.353125
0.87	1.25	-0.365625
0.872	1.25	-0.328125
0.874	1.09375	-0.353125
0.876	1.25	-0.334375
0.878	0.9375	-0.3375
0.88	0.9375	-0.33125
0.882	0.9375	-0.353125
0.884	0.9375	-0.359375
0.886	0.9375	-0.365625
0.888	0.9375	-0.3375
0.89	0.78125	-0.3625
0.892	0.78125	-0.334375
0.894	0.625	-0.3375
0.896	0.625	-0.334375
0.898	0.625	-0.346875
0.9	0.625	-0.353125
0.902	0.625	-0.365625
0.904	0.625	-0.340625
0.906	0.46875	-0.3625
0.908	0.46875	-0.33125
0.91	0.3125	-0.34375
0.912	0.3125	-0.33125
0.914	0.3125	-0.340625
0.916	0.3125	-0.34375
0.918	0.3125	-0.371875
0.92	0.3125	-0.346875
0.922	0.15625	-0.36875
0.924	0.15625	-0.334375
0.926	0	-0.34375
0.928	0	-0.334375
0.93	0	-0.3375
0.932	0	-0.340625
0.934	0	-0.371875
0.936	0	-0.35625
0.938	-0.15625	-0.371875
0.94	-0.15625	-0.340625
0.942	-0.3125	-0.35625
0.944	-0.3125	-0.3375
0.946	-0.3125	-0.34375
0.948	-0.3125	-0.3375
0.95	-0.46875	-0.36875
0.952	-0.46875	-0.359375
0.954	-0.46875	-0.375
0.956	-0.46875	-0.340625
0.958	-0.625	-0.359375
0.96	-0.625	-0.3375
0.962	-0.78125	-0.340625
0.964	-0.625	-0.3375
0.966	-0.78125	-0.3625
0.968	-0.625	-0.3625
0.97	-0.78125	-0.371875
0.972	-0.78125	-0.3375
0.974	-0.9375	-0.359375
0.976	-0.9375	-0.3375
0.978	-0.9375	-0.340625
0.98	-0.9375	-0.3375
0.982	-1.09375	-0.3625
0.984	-1.09375	-0.365625
0.986	-1.09375	-0.375
0.988	-1.09375	-0.35
0.99	-1.25	-0.365625
0.992	-1.25	-0.340625
0.994	-1.25	-0.35
0.996	-1.25	-0.3375
0.998	-1.40625	-0.346875
